TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV LIQ / PATRI,PSR,P/CAP GIRO,P AT CIR LIQ,LIQ CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
RAPT4,10.48,6.23,4.95,1.05,0.32,25.04,12.15,7.70,3.14,4.69,1.65,0.55,0.38,1.32,-0.83,1.66,21.31,6.51,13.54,0.31,0.69,0.84,28.12,,29561558.31,9.94,2.12,0.99,3343024545.73
RCSL3,3.19,,-147.94,-5.87,3.65,13.47,1.40,-2.75,290.72,151.38,-5.43,,4.06,54.15,-7.56,1.15,-3.97,-2.47,-2.02,-0.62,1.62,0.90,,,12568840.31,-0.54,-0.02,-7.51,130460686.02
RCSL4,0.98,,-45.45,-1.80,1.12,13.47,1.40,-2.75,89.31,151.38,-5.43,,1.25,16.63,-2.32,1.15,-3.97,-2.47,-2.02,-0.62,1.62,0.90,,,541650.69,-0.54,-0.02,-2.31,130460686.02
RDNI3,8.50,0.12,43.95,0.58,0.19,24.90,4.19,1.79,18.77,42.54,23.77,0.74,0.79,0.77,-0.38,2.03,1.33,0.44,0.51,0.33,0.67,0.24,4.17,,69766.31,14.58,0.19,0.09,372043368.00
RDOR3,42.47,3.18,54.20,5.82,1.63,23.60,18.00,7.73,23.27,27.38,4.11,1.03,4.19,5.10,-2.79,4.25,10.73,3.00,7.83,0.28,0.72,0.39,,,183645962.56,7.30,0.78,0.20,85380293072.85
RECV3,24.99,,35.12,3.32,1.32,35.82,27.35,17.00,21.83,21.61,-0.22,-0.03,5.97,-29.34,-1.69,0.83,9.45,3.75,8.72,0.40,0.60,0.22,,,23110530.81,7.53,0.71,,6212016399.12
REDE3,6.39,10.33,8.88,2.55,0.55,25.39,20.39,9.73,4.24,6.89,2.66,1.60,0.86,6.97,-0.78,1.36,28.71,6.16,17.08,0.21,0.79,0.63,15.06,56.90,34598.06,2.51,0.72,0.13,13484966359.86
RENT3,57.18,0.88,21.22,5.69,1.71,43.10,29.57,18.75,13.45,15.75,2.30,0.97,3.98,22.15,-2.36,1.39,26.83,8.07,11.79,0.30,0.70,0.43,19.68,37.93,370226357.63,10.04,2.69,0.22,43369124190.60
RLOG3,23.08,,82.76,4.26,0.23,34.71,29.67,1.85,5.17,12.09,6.92,5.71,1.53,1.49,-0.31,2.64,5.15,0.28,5.46,0.05,0.71,0.15,50.58,4.37,,5.41,0.28,-2.42,10691215482.28
RNEW11,5.10,,6.07,-0.28,0.08,13.83,334.40,32.71,0.59,3.26,2.67,,1.98,20.41,-0.12,1.01,-4.68,1.35,56.84,-0.29,1.29,0.04,-27.95,,36690.94,-17.96,0.84,0.16,186116081.60
RNEW3,1.83,,6.53,-0.31,0.09,13.83,334.40,32.71,0.64,3.26,2.67,,2.14,21.97,-0.13,1.01,-4.68,1.35,56.84,-0.29,1.29,0.04,-27.95,,135709.38,-5.99,0.28,0.18,186116081.60
RNEW4,1.64,,5.85,-0.27,0.08,13.83,334.40,32.71,0.57,3.26,2.67,,1.91,19.69,-0.12,1.01,-4.68,1.35,56.84,-0.29,1.29,0.04,-27.95,,336445.00,-5.99,0.28,0.16,186116081.60
ROMI3,13.29,6.75,4.78,1.01,0.50,32.29,15.29,14.73,4.61,6.53,1.93,0.42,0.70,1.66,-1.23,2.02,21.12,10.43,13.08,0.49,0.51,0.71,18.71,,6160328.19,13.16,2.78,0.28,974607823.38
RPAD3,6.39,,27.95,0.52,0.52,,,,30.07,29.26,-3.86,-0.07,,8.92,-0.55,7.26,1.86,1.85,1.73,0.99,0.01,0.00,,-17.54,9446.00,12.27,0.23,-0.65,596032003.45
RPAD5,7.81,7.21,34.16,0.64,0.63,,,,36.75,29.26,-3.86,-0.07,,10.90,-0.68,7.26,1.86,1.85,1.73,0.99,0.01,0.00,,-17.54,18828.47,12.27,0.23,-0.79,596032003.45
RPAD6,4.38,,19.16,0.36,0.35,,,,20.61,29.26,-3.86,-0.07,,6.11,-0.38,7.26,1.86,1.85,1.73,0.99,0.01,0.00,,-17.54,1455.43,12.27,0.23,-0.45,596032003.45
RPMG3,2.82,,-0.53,-0.05,0.05,-2.78,-13.07,-16.36,-0.66,-0.66,0.00,,0.09,-0.06,-0.70,0.55,-10.18,-8.62,8.13,-0.85,1.85,0.53,25.45,,130032.25,-52.53,-5.35,0.04,190890393.78
RRRP3,44.40,,-9939.37,2.15,1.65,56.10,57.03,-0.12,21.67,15.75,-5.93,-0.59,12.36,4.19,-3.28,4.79,-0.02,-0.02,8.39,0.77,0.23,0.13,,,187626714.47,20.61,0.00,99.74,8995132663.20
RSID3,6.65,,-0.70,-0.18,0.11,-23.02,-454.57,-320.93,-0.49,-2.69,-2.20,,2.24,-0.11,-0.16,0.27,-26.31,-15.05,255.28,-0.57,1.57,0.05,-35.64,,651578.41,-36.23,-9.53,0.00,133000000.00
RSUL3,0.00,,0.00,0.00,0.00,37.27,21.15,27.48,0.00,2.55,-0.09,-0.07,0.00,0.00,0.00,1.66,110.96,31.26,56.62,0.28,0.72,1.14,24.27,,,13.73,15.23,0.00,180000000.00
RSUL4,75.00,,4.92,5.46,1.54,37.27,21.15,27.48,6.40,2.55,-0.09,-0.07,1.35,8.50,-2.82,1.66,110.96,31.26,56.62,0.28,0.72,1.14,24.27,,172730.22,13.73,15.23,0.00,180000000.00
SANB11,34.90,9.72,8.73,1.20,0.13,36.40,23.70,16.75,6.17,6.17,,,1.46,-0.29,-0.15,0.23,13.75,1.53,,0.11,0.89,0.09,0.22,15.38,117278314.19,29.08,4.00,1.28,130849366839.95
SANB3,16.70,9.67,8.35,1.15,0.13,36.40,23.70,16.75,5.90,6.17,,,1.40,-0.28,-0.15,0.23,13.75,1.53,,0.11,0.89,0.09,0.22,15.38,2065310.72,14.54,2.00,1.22,130849366839.95
SANB4,18.11,9.81,9.06,1.25,0.14,36.40,23.70,16.75,6.40,6.17,,,1.52,-0.30,-0.16,0.23,13.75,1.53,,0.11,0.89,0.09,0.22,15.38,2372600.03,14.54,2.00,1.32,130849366839.95
SAPR11,20.45,5.34,5.25,0.79,0.42,60.60,36.10,22.63,3.29,4.96,1.67,0.40,1.19,9.16,-0.49,1.48,15.05,8.04,12.16,0.53,0.47,0.36,8.40,13.44,27780503.94,25.89,3.90,0.29,6180830572.71
SAPR3,3.97,5.09,5.09,0.77,0.41,60.60,36.10,22.63,3.19,4.96,1.67,0.40,1.15,8.90,-0.48,1.48,15.05,8.04,12.16,0.53,0.47,0.36,8.40,13.44,1216768.91,5.18,0.78,0.28,6180830572.71
SAPR4,4.11,5.41,5.27,0.79,0.42,60.60,36.10,22.63,3.31,4.96,1.67,0.40,1.19,9.21,-0.49,1.48,15.05,8.04,12.16,0.53,0.47,0.36,8.40,13.44,11608086.94,5.18,0.78,0.29,6180830572.71
SBFG3,26.17,,12.77,2.86,0.89,46.02,7.87,9.74,15.80,19.71,3.90,0.71,1.24,4.37,-1.80,1.67,22.38,6.97,2.64,0.31,0.69,0.72,22.57,,35512763.50,9.16,2.05,-0.02,6359258235.74
SBSP3,50.28,0.79,14.90,1.38,0.65,34.33,21.02,11.83,8.39,11.94,3.56,0.58,1.76,24.37,-0.74,1.28,9.25,4.34,7.58,0.47,0.53,0.37,6.69,-4.79,163442862.38,36.48,3.37,0.11,34366876213.32
SCAR3,36.97,0.99,61.94,1.35,0.62,81.36,54.07,11.96,13.71,24.56,10.85,1.07,7.41,-8.79,-0.68,0.55,2.19,1.00,3.93,0.46,0.54,0.08,-8.54,-14.68,86582.94,27.31,0.60,-1.02,2134548683.43
SEDU3,23.80,,-13.36,15.00,1.53,48.36,-15.73,-25.77,-21.89,-27.94,-6.05,4.15,3.44,57.90,-2.27,1.09,-112.29,-11.46,-13.15,0.10,0.90,0.44,12.49,,,1.59,-1.78,0.01,6238667820.00
SEER3,10.50,2.00,25.75,0.92,0.44,54.10,12.61,3.73,7.62,8.43,0.82,0.10,0.96,6.81,-0.57,1.38,3.59,1.70,9.02,0.47,0.53,0.46,4.57,-25.61,5208870.34,11.37,0.41,-0.38,1351576380.00
SEQL3,10.17,,-79.66,2.37,0.72,17.52,3.16,-1.17,29.65,40.06,10.40,0.83,0.94,11.23,-1.06,1.25,-2.97,-0.90,3.02,0.30,0.70,0.77,,,44212495.16,4.29,-0.13,0.22,1422771029.91
SGPS3,4.95,,-1.61,0.25,0.08,35.50,6.46,-8.93,2.23,9.30,7.08,0.79,0.14,-3.82,-0.14,0.96,-15.51,-4.80,5.53,0.31,0.69,0.54,-5.73,,300997.88,19.81,-3.07,0.03,247500000.00
SHOW3,4.19,,-4.41,2.09,0.52,28.99,-179.23,-204.67,-5.03,-3.39,1.64,-0.68,9.02,4.65,-1.35,1.22,-47.45,-11.84,-21.78,0.25,0.75,0.06,-47.60,,3568344.41,2.00,-0.95,0.11,282458915.51
SHUL3,111.89,0.15,207.49,44.01,18.34,22.24,14.10,11.30,166.28,77.03,2.00,0.53,23.44,42.30,-53.04,2.96,21.21,8.84,12.49,0.42,0.58,0.78,24.09,44.44,62944.50,2.54,0.54,5.78,18042705198.84
SHUL4,4.68,3.98,8.68,1.84,0.77,22.24,14.10,11.30,6.95,77.03,2.00,0.53,0.98,1.77,-2.22,2.96,21.21,8.84,12.49,0.42,0.58,0.78,24.09,44.44,1937718.19,2.54,0.54,0.24,18042705198.84
SIMH3,10.85,1.49,11.05,1.56,0.19,32.34,22.58,5.93,2.90,7.92,5.02,2.70,0.66,0.55,-0.37,3.30,14.12,1.71,6.33,0.12,0.88,0.29,16.28,,21397763.38,6.96,0.98,0.06,9082775251.55
SLCE3,48.12,2.21,9.62,2.71,0.79,35.54,30.25,16.79,5.34,6.62,1.28,0.65,1.62,8.00,-1.32,1.33,28.13,8.25,23.31,0.29,0.71,0.49,30.68,104.16,114089813.56,17.78,5.00,0.08,10221775463.88
SLED3,14.40,,0.56,-0.05,0.11,39.77,9.76,51.98,3.01,31.28,29.27,,0.29,-0.31,-0.16,0.50,-9.26,18.73,-3.66,-2.02,3.02,0.36,-44.82,,152494.81,-275.38,25.50,-0.01,17493907.60
SLED4,6.86,,0.27,-0.02,0.05,39.77,9.76,51.98,1.43,31.28,29.27,,0.14,-0.15,-0.08,0.50,-9.26,18.73,-3.66,-2.02,3.02,0.36,-44.82,,547898.34,-275.38,25.50,0.00,17493907.60
SMFT3,19.50,,-18.01,2.58,0.98,6.67,-21.06,-37.18,-31.79,-31.44,0.36,-0.03,6.70,4.17,-1.53,2.92,-14.33,-5.44,-4.75,0.38,0.62,0.15,21.63,,23847313.72,7.56,-1.08,-3.00,11431724635.50
SMLS3,22.40,,10.78,4.09,1.02,85.18,41.42,39.07,10.17,9.93,-0.24,-0.10,4.21,18.78,-2.54,1.10,37.96,9.43,24.47,0.25,0.75,0.24,,,25865505.33,5.47,2.08,-0.33,2781160547.20
SMTO3,46.56,5.01,15.88,3.40,1.14,39.91,32.00,20.47,10.16,13.30,3.14,1.05,3.25,6.50,-1.69,2.21,21.44,7.21,11.67,0.34,0.66,0.35,12.98,38.06,88895136.34,13.68,2.93,1.41,16482767478.24
SNSY3,9.99,,-0.68,-0.05,0.17,18.71,-0.87,-15.14,-11.85,-32.24,-17.80,,0.10,-1.40,-0.42,0.83,-7.55,-25.07,0.50,-3.32,4.32,1.66,16.09,,3591.00,-193.58,-14.62,0.04,93982159.20
SNSY5,3.97,,-0.27,-0.02,0.07,18.71,-0.87,-15.14,-4.71,-32.24,-17.80,,0.04,-0.56,-0.17,0.83,-7.55,-25.07,0.50,-3.32,4.32,1.66,16.09,,18962.31,-193.58,-14.62,0.01,93982159.20
SNSY6,13.33,,-0.91,-0.07,0.23,18.71,-0.87,-15.14,-15.81,-32.24,-17.80,,0.14,-1.87,-0.56,0.83,-7.55,-25.07,0.50,-3.32,4.32,1.66,16.09,,,-193.58,-14.62,0.05,93982159.20
SOJA3,12.87,,11.79,2.31,1.58,16.35,13.70,12.24,10.54,9.58,-0.96,-0.21,1.44,2.98,-6.93,3.19,19.58,13.38,16.92,0.68,0.32,1.09,,,6368079.06,5.57,1.09,0.14,1507595995.62
SOMA3,13.35,,34.95,1.47,1.05,57.97,7.15,10.74,52.46,56.64,4.19,0.12,3.75,6.83,-1.45,2.21,4.20,3.00,0.97,0.71,0.29,0.28,,,90158736.97,9.11,0.38,-0.07,10476377429.55
SOND3,40.20,19.26,7.16,1.50,1.03,35.77,17.66,16.79,6.81,5.57,-2.16,-0.48,1.20,3.33,-2.11,2.50,20.96,14.33,15.74,0.68,0.32,0.85,-0.97,,4020.00,26.78,5.61,-0.21,112103350.00
SOND5,48.50,17.56,8.64,1.81,1.24,35.77,17.66,16.79,8.22,5.57,-2.16,-0.48,1.45,4.02,-2.55,2.50,20.96,14.33,15.74,0.68,0.32,0.85,-0.97,,7971.83,26.78,5.61,-0.25,112103350.00
SOND6,47.00,18.12,8.37,1.76,1.20,35.77,17.66,16.79,7.97,5.57,-2.16,-0.48,1.41,3.89,-2.47,2.50,20.96,14.33,15.74,0.68,0.32,0.85,-0.97,,6416.00,26.78,5.61,-0.24,112103350.00
SPRT3B,76.40,,-257.88,-109.84,33097.97,,,,-300.61,-300.61,0.00,,,-109.48,-33097.97,0.00,-42.60,-12834.84,36.54,-301.32,302.32,0.00,,,,-0.70,-0.30,-1.17,370531748.80
SQIA3,18.13,0.11,75.97,2.04,1.27,38.22,6.33,5.95,71.43,57.63,-13.80,-0.39,4.52,3.33,-2.47,4.67,2.68,1.67,1.91,0.62,0.37,0.28,33.05,20.44,17770858.91,8.90,0.24,0.23,1594387952.36
STBP3,7.33,4.08,23.27,2.89,1.33,39.91,24.56,17.71,16.79,15.00,-1.78,-0.31,4.12,8.20,-1.85,2.37,12.42,5.72,11.19,0.46,0.54,0.32,13.09,,34156928.72,2.53,0.31,-0.01,6324547946.16
STKF3,0.00,,0.00,0.00,0.00,63.57,42.28,32.50,0.00,3.28,3.28,0.38,0.00,0.00,0.00,0.72,8.88,5.35,6.95,0.60,0.40,0.16,15.48,,,4.55,0.40,0.00,0.00
STTR3,0.00,,0.00,0.00,0.00,31.37,17.25,14.11,0.00,-0.22,-0.22,-0.09,0.00,0.00,0.00,2.46,32.10,17.86,25.38,0.56,0.44,1.27,22.02,,,2.91,0.94,0.00,0.00
SULA11,29.94,0.75,38.34,1.57,0.44,6.37,-1.38,1.63,-45.51,5.74,51.26,-1.76,0.63,1.17,-1.36,2.24,4.09,1.14,-5.38,0.28,0.72,0.70,4.58,-13.71,149756399.56,19.11,0.78,-0.45,12749787423.80
SULA3,10.37,0.72,39.84,1.63,0.46,6.37,-1.38,1.63,-47.29,5.74,51.26,-1.76,0.65,1.21,-1.41,2.24,4.09,1.14,-5.38,0.28,0.72,0.70,4.58,-13.71,209334.28,6.37,0.26,-0.46,12749787423.80
SULA4,9.70,0.77,37.26,1.52,0.43,6.37,-1.38,1.63,-44.24,5.74,51.26,-1.76,0.61,1.14,-1.32,2.24,4.09,1.14,-5.38,0.28,0.72,0.70,4.58,-13.71,384095.41,6.37,0.26,-0.43,12749787423.80
SUZB3,53.61,1.38,8.46,4.81,0.61,49.68,44.38,21.06,4.01,7.23,3.22,3.86,1.78,3.24,-0.86,2.95,56.85,7.25,18.97,0.13,0.87,0.34,32.90,38.51,409773942.78,11.15,6.34,-0.05,72977340738.24
SYNE3,6.00,137.80,0.71,0.33,0.19,72.20,70.87,55.79,0.56,1.09,0.53,0.31,0.40,1.56,-0.23,2.78,46.38,26.30,35.25,0.57,0.43,0.47,40.50,,6580269.81,18.18,8.43,0.00,915866670.00
TAEE11,44.30,10.17,6.89,2.28,0.96,81.31,98.94,63.76,4.44,6.31,1.87,0.96,4.40,21.25,-1.11,1.51,33.12,13.93,22.42,0.42,0.58,0.22,20.07,20.76,114545056.47,19.40,6.43,-3.17,15261301580.10
TAEE3,14.85,10.11,6.93,2.30,0.97,81.31,98.94,63.76,4.47,6.31,1.87,0.96,4.42,21.37,-1.12,1.51,33.12,13.93,22.42,0.42,0.58,0.22,20.07,20.76,1188218.84,6.47,2.14,-3.19,15261301580.10
TAEE4,14.80,10.14,6.91,2.29,0.96,81.31,98.94,63.76,4.45,6.31,1.87,0.96,4.41,21.30,-1.11,1.51,33.12,13.93,22.42,0.42,0.58,0.22,20.07,20.76,2044548.28,6.47,2.14,-3.18,15261301580.10
TASA3,24.57,,4.57,3.83,1.39,48.09,35.53,23.17,2.98,3.42,0.45,0.58,1.06,8.63,-4.55,1.30,83.89,30.33,48.93,0.36,0.64,1.31,26.98,,876567.25,6.41,5.38,0.03,2896690024.48
TASA4,24.50,,4.56,3.82,1.38,48.09,35.53,23.17,2.97,3.42,0.45,0.58,1.06,8.61,-4.54,1.30,83.89,30.33,48.93,0.36,0.64,1.31,26.98,,24413788.09,6.41,5.38,0.03,2896690024.48
TCNO3,1.66,,-21.01,-19.01,0.05,,,,-17.33,-68.66,-53.35,,,-0.11,-0.06,0.29,-90.48,-0.22,-1.91,0.00,1.00,0.00,,,54771.91,-0.09,-0.08,0.81,9709761.28
TCNO4,1.36,,-17.22,-15.58,0.04,,,,-14.20,-68.66,-53.35,,,-0.09,-0.05,0.29,-90.48,-0.22,-1.91,0.00,1.00,0.00,,,107237.53,-0.09,-0.08,0.66,9709761.28
TCSA3,3.20,,-1.28,0.36,0.15,5.61,-87.53,-126.21,-1.84,-4.86,-3.02,0.58,1.61,0.45,-0.30,3.14,-27.94,-11.87,-10.84,0.42,0.58,0.09,-15.57,,2641437.34,8.98,-2.51,-0.11,235581536.00
TECN3,2.78,2.91,7.77,0.66,0.34,52.54,16.11,8.93,4.31,5.03,0.72,0.11,0.69,0.71,-0.97,3.83,8.53,4.37,9.32,0.51,0.49,0.49,-2.72,,4270646.16,4.19,0.36,-0.04,218247277.70
TEKA3,26.10,,-0.16,-0.01,0.01,19.31,11.12,-35.13,0.52,22.32,22.03,,0.06,-0.01,-0.01,0.04,-4.56,-7.55,-1.89,-1.66,2.66,0.21,7.53,,5220.00,-3493.37,-159.23,0.01,7426560.70
TEKA4,9.08,,-0.06,0.00,0.00,19.31,11.12,-35.13,0.18,22.32,22.03,,0.02,0.00,0.00,0.04,-4.56,-7.55,-1.89,-1.66,2.66,0.21,7.53,,17881.00,-3493.37,-159.23,0.00,7426560.70
TELB3,48.00,,-25.69,2.28,0.79,-80.49,-23.43,-44.40,-48.67,-26.80,13.24,-0.62,11.40,2.87,-1.23,4.50,-8.86,-3.09,-4.08,0.35,0.65,0.07,38.50,,256203.28,21.08,-1.87,-1.32,2679513358.60
TELB4,16.60,,-8.88,0.79,0.27,-80.49,-23.43,-44.40,-16.83,-26.80,13.24,-0.62,3.94,0.99,-0.43,4.50,-8.86,-3.09,-4.08,0.35,0.65,0.07,38.50,,484475.81,21.08,-1.87,-0.46,2679513358.60
TEND3,6.88,2.58,-3.75,0.59,0.16,17.77,-3.56,-7.54,-7.94,-11.61,-3.67,0.27,0.28,0.47,-0.44,2.20,-15.79,-4.31,-5.23,0.27,0.73,0.57,19.26,,27705790.03,11.62,-1.84,0.02,717888412.48
TESA3,48.00,,-13.30,1.62,0.52,15.86,9.39,-7.58,10.73,17.39,6.66,1.01,1.01,-11.10,-0.74,0.86,-12.18,-3.94,3.93,0.32,0.68,0.52,7.32,,1340759.40,29.64,-3.61,0.83,1389696672.00
TFCO4,12.30,0.81,151.34,43.60,24.59,59.82,20.79,17.75,129.20,21.87,0.14,0.05,26.87,48.86,-108.23,2.87,28.81,16.24,22.72,0.56,0.44,0.92,,,2661309.22,0.28,0.08,0.76,1964531418.45
TGMA3,14.55,6.42,8.88,1.41,0.92,18.66,12.65,10.73,7.54,7.94,0.40,0.08,0.95,3.34,-1.79,2.31,15.87,10.35,12.59,0.65,0.35,0.96,1.74,50.88,4629721.38,10.32,1.64,0.19,960342413.25
TIET11,12.54,,4.38,2.25,0.46,74.66,61.76,49.46,3.51,7.15,3.64,2.34,2.16,1031.49,-0.52,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,,5.57,2.87,0.02,5004795800.93
TIET3,3.49,,6.09,3.13,0.64,74.66,61.76,49.46,4.88,7.15,3.64,2.34,3.01,1435.37,-0.72,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,,1.11,0.57,0.03,5004795800.93
TIET4,3.51,,6.13,3.15,0.64,74.66,61.76,49.46,4.91,7.15,3.64,2.34,3.03,1443.59,-0.72,1.00,51.45,10.47,13.16,0.20,0.72,0.21,-5.19,23.78,,1.11,0.57,0.03,5004795800.93
TIMS3,13.66,3.76,11.18,1.32,0.66,53.25,20.80,16.38,8.80,9.45,0.64,0.10,1.83,6.91,-0.96,1.45,11.78,5.94,9.67,0.50,0.50,0.36,2.95,31.56,104190174.38,10.37,1.22,0.19,33068188076.68
TKNO3,69.63,7.04,3.11,0.86,0.61,26.57,23.35,21.20,2.82,2.44,-0.35,-0.11,0.66,1.71,-1.55,2.43,27.81,19.63,23.01,0.71,0.29,0.93,23.01,,,80.60,22.41,0.01,202684270.29
TKNO4,67.74,9.18,3.02,0.84,0.59,26.57,23.35,21.20,2.74,2.44,-0.35,-0.11,0.64,1.66,-1.51,2.43,27.81,19.63,23.01,0.71,0.29,0.93,23.01,,6887.00,80.60,22.41,0.01,202684270.29
TOTS3,35.00,0.89,58.62,4.82,2.17,68.31,15.73,11.31,42.15,39.39,-2.76,-0.32,6.63,9.97,-4.84,1.65,8.21,3.71,6.68,0.45,0.55,0.33,8.34,19.27,159817921.25,7.27,0.60,2.35,21601411335.00
TOYB3,2.29,,-43.94,-4.97,4.03,24.06,-10.70,-10.96,-45.00,-47.62,-0.63,,4.81,-5.93,-11.89,0.49,-11.31,-9.18,11.93,-0.81,1.81,0.84,-33.11,,,-0.46,-0.05,0.47,71890222.22
TOYB4,2.50,,-47.96,-5.43,4.40,24.06,-10.70,-10.96,-49.12,-47.62,-0.63,,5.26,-6.47,-12.98,0.49,-11.31,-9.18,11.93,-0.81,1.81,0.84,-33.11,,,-0.46,-0.05,0.52,71890222.22
TPIS3,1.72,2.40,28.69,0.33,0.10,12.77,4.36,1.01,6.63,41.91,35.28,1.77,0.29,-0.81,-0.10,0.31,1.16,0.33,0.35,0.29,0.71,0.33,-7.49,,1765344.94,5.19,0.06,-0.30,302720000.00
TRAD3,4.16,,975.56,1.91,1.81,61.12,-29.27,1.31,-43.70,-32.12,11.58,-0.51,12.79,3.69,-3.91,11.99,0.20,0.19,-7.28,0.95,0.05,0.14,,,9106994.44,2.18,0.00,-10.74,1171652094.08
TRIS3,4.40,5.50,6.81,0.65,0.35,36.67,20.49,15.57,5.18,6.78,1.61,0.20,1.06,0.73,-1.07,3.51,9.48,5.15,7.38,0.54,0.46,0.33,20.68,115.50,7834632.94,6.81,0.65,-0.23,821117167.20
TRPL3,33.90,5.86,7.40,1.51,0.77,74.48,80.18,54.55,5.03,5.79,1.42,0.43,4.04,8.87,-0.89,3.05,20.41,10.42,16.52,0.51,0.49,0.19,-6.60,-9.35,47731.38,22.45,4.58,-0.73,19389194051.40
TRPL4,26.55,7.48,5.80,1.18,0.60,74.48,80.18,54.55,3.94,5.79,1.42,0.43,3.16,6.95,-0.69,3.05,20.41,10.42,16.52,0.51,0.49,0.19,-6.60,-9.35,44679437.59,22.45,4.58,-0.57,19389194051.40
TTEN3,8.86,,10.22,1.97,1.00,13.13,6.62,8.06,12.43,11.61,-0.82,-0.13,0.82,2.89,-4.22,1.83,19.24,9.79,9.98,0.51,0.49,1.21,,,13095354.78,4.51,0.87,0.14,4396488352.42
TUPY3,16.76,2.58,11.83,0.88,0.32,15.87,6.15,2.88,5.55,8.63,3.08,0.49,0.34,1.10,-0.83,1.92,7.42,2.72,6.53,0.37,0.63,0.94,16.82,,16303684.97,19.10,1.42,-0.03,2416414900.00
TXRX3,27.66,,-5.41,-0.35,0.56,34.48,19.25,-13.44,3.78,10.79,8.89,,0.73,-0.60,-1.00,0.32,-6.56,-10.36,-57.19,-1.58,2.58,0.77,13.47,,2766.00,-77.94,-5.12,-0.25,59207715.48
TXRX4,6.75,,-1.32,-0.09,0.14,34.48,19.25,-13.44,0.92,10.79,8.89,,0.18,-0.15,-0.24,0.32,-6.56,-10.36,-57.19,-1.58,2.58,0.77,13.47,,1895.75,-77.94,-5.12,-0.06,59207715.48
UCAS3,3.49,6.12,8.89,1.37,0.80,36.30,13.67,11.76,7.65,5.34,-2.30,-0.41,1.05,3.94,-1.81,1.57,15.46,9.01,11.63,0.58,0.42,0.77,3.58,,161145.88,2.54,0.39,0.12,230641410.36
UGPA3,15.02,2.47,19.69,1.60,0.43,4.47,1.61,0.78,9.47,17.18,7.71,1.30,0.15,1.35,-1.20,1.98,8.12,2.18,5.61,0.27,0.73,2.81,7.24,-11.44,86997097.38,9.39,0.76,-4.10,16749577152.16
UNIP3,93.58,15.00,4.45,3.81,1.41,44.56,46.82,31.56,3.00,3.08,-0.05,-0.06,1.41,8.44,-2.60,1.58,85.50,31.77,50.39,0.37,0.63,1.01,47.87,47.86,3001945.63,24.58,21.02,0.01,9205577573.76
UNIP5,102.03,15.14,4.85,4.15,1.54,44.56,46.82,31.56,3.27,3.08,-0.05,-0.06,1.53,9.21,-2.83,1.58,85.50,31.77,50.39,0.37,0.63,1.01,47.87,47.86,37460.93,24.58,21.02,0.01,9205577573.76
UNIP6,99.58,15.51,4.74,4.05,1.51,44.56,46.82,31.56,3.19,3.08,-0.05,-0.06,1.50,8.98,-2.76,1.58,85.50,31.77,50.39,0.37,0.63,1.01,47.87,47.86,50529057.41,24.58,21.02,0.01,9205577573.76
USIM3,12.05,10.76,1.66,0.62,0.38,33.42,34.06,26.89,1.31,1.29,-0.06,-0.03,0.45,1.10,-0.78,3.16,37.24,22.97,30.05,0.62,0.38,0.85,31.89,,8803135.22,19.44,7.24,0.00,15576205280.28
USIM5,12.92,11.04,1.78,0.66,0.41,33.42,34.06,26.89,1.41,1.29,-0.06,-0.03,0.48,1.18,-0.83,3.16,37.24,22.97,30.05,0.62,0.38,0.85,31.89,,256511905.09,19.44,7.24,0.00,15576205280.28
USIM6,20.06,7.11,2.77,1.03,0.64,33.42,34.06,26.89,2.19,1.29,-0.06,-0.03,0.75,1.84,-1.29,3.16,37.24,22.97,30.05,0.62,0.38,0.85,31.89,,4903.75,19.44,7.24,0.00,15576205280.28
VALE3,92.09,15.32,3.80,2.34,0.92,60.05,48.15,41.30,3.26,3.33,0.07,0.05,1.57,11.51,-1.23,1.47,61.52,24.29,42.35,0.39,0.61,0.59,25.41,55.55,2897057399.56,39.42,24.25,0.01,460361599401.67
VAMO3,12.67,1.55,30.76,4.69,1.22,36.59,26.69,14.25,16.43,19.43,3.00,0.86,4.38,3.36,-2.33,4.09,15.24,3.95,6.60,0.26,0.74,0.28,571.04,523.40,26954614.59,2.70,0.41,0.25,12378437579.90
VBBR3,22.69,2.05,10.59,2.15,0.78,5.27,2.00,1.92,10.14,14.06,3.92,0.83,0.20,2.54,-1.64,2.42,20.29,7.37,7.38,0.36,0.64,3.84,8.47,,201652896.63,10.56,2.14,-0.29,26433850000.00
VIIA3,3.41,,-18.35,0.97,0.15,30.19,-1.11,-0.96,-15.89,-38.17,-22.28,1.36,0.18,-25.59,-0.32,0.99,-5.27,-0.84,-10.66,0.16,0.84,0.87,9.29,,226602503.59,3.53,-0.19,0.14,5450632168.96
